
<!-- saved from url=(0188)http://www.inmet.gov.br/projetos/rede/pesquisa/gera_serie_txt_mensal.php?&mRelEstacao=82331&btnProcesso=serie&mRelDtInicio=01/01/1990&mRelDtFim=31/12/2015&mAtributos=,,,,,,,1,,1,,,1,1,1,1, -->
<html><head><meta http-equiv="Content-Type" content="text/html; charset=windows-1252">

<title>Estação - 82331</title>
   <!-- FACE BOX -->
   <script src="./Manaus_files/jquery.js.download" type="text/javascript"></script>
   <link href="./Manaus_files/facebox.css" media="screen" rel="stylesheet" type="text/css">

   <script src="./Manaus_files/facebox.js.download" type="text/javascript"></script>
   <script type="text/javascript">
      jQuery(document).ready(function($) {
         $('a[rel*=facebox]').facebox({
            loading_image : 'loading.gif',
            close_image   : 'closelabel.gif'})
         $('area[rel*=facebox]').facebox({
            loading_image : 'loading.gif',
            close_image   : 'closelabel.gif'})
      })
   </script>
   <script type="text/javascript">
      function showFoto(src) {
         //criando um link falso, para o LightBox captar as informações
         var a_false = document.createElement("A");
         a_false.rel = "lightbox";
         a_false.href = src;
         //chamando a função do lightbox responsável pelo início das ações
         myLightbox.start(a_false);
         //anulando o link
         a_false = null;
      }
   </script>
</head>
<body><pre>--------------------
BDMEP - INMET
--------------------
Estação           : MANAUS - AM (OMM: 82331)
Latitude  (graus) : -3.1
Longitude (graus) : -60.01
Altitude  (metros): 61.25
Estação Operante
Inicio de operação: 01/01/1910
Periodo solicitado dos dados: 01/01/1990 a 31/12/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <a href="http://www.inmet.gov.br/projetos/rede/pesquisa/instrucao.html" target="_top" rel="facebox">siga as instruções</a>
--------------------
Estacao;Data;Hora;NebulosidadeMedia;PrecipitacaoTotal;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;
82331;31/12/2000;0000;5.860215;192.3;32.332258;27.050968;22.283871;82.814516;
82331;31/01/2001;0000;7.72043;348.4;29.929032;25.203871;20.767742;87.862903;
82331;28/02/2001;0000;7.428571;219.5;31.271429;26.019286;22.132143;86.098214;
82331;31/03/2001;0000;7.129032;216.8;31.66129;26.686452;23.480645;85.935484;
82331;30/04/2001;0000;7.011111;188.2;31.413333;26.480667;23.49;87.433333;
82331;31/05/2001;0000;6.516129;231.6;32.270968;27.155484;24.012903;85.08871;
82331;30/06/2001;0000;7.033333;164.1;30.463333;25.644;22.536667;85.583333;
82331;31/07/2001;0000;4.978495;30.6;32.287097;26.730968;23.077419;81.548387;
82331;31/08/2001;0000;3.365591;14.9;34.525806;28.326452;23.712903;73.282258;
82331;30/09/2001;0000;4.744444;88.2;34.01;27.841333;23.53;76.675;
82331;31/10/2001;0000;5.451613;28.1;35.367742;29.092258;24.841935;71.395161;
82331;30/11/2001;0000;5.755556;55;28.546667;27.411333;24.436667;75.525;
82331;31/12/2001;0000;7.258065;213;31.541935;27.086452;24.174194;86.008065;
82331;31/01/2002;0000;7.193548;380.8;31.848387;26.849677;23.651613;82.685484;
82331;28/02/2002;0000;7.357143;239.9;31.103571;26.543571;23.685714;85.169643;
82331;31/03/2002;0000;7.505376;195.3;31.583871;26.736774;23.648387;84.653226;
82331;30/04/2002;0000;7.233333;376.7;31.31;26.746;23.713333;83.716667;
82331;31/05/2002;0000;7.422222;262.9;31.048387;26.846452;24.041935;85.556452;
82331;30/06/2002;0000;6;159.1;31.386667;26.842667;23.426667;82.383333;
82331;31/07/2002;0000;4.72043;3.4;32.680645;27.841935;24.109677;77.443548;
82331;31/08/2002;0000;5.139785;35.4;33.996774;28.152903;24.103226;75.798387;
82331;30/09/2002;0000;5.755556;60.1;34.81;28.847333;24.446667;72.083333;
82331;31/10/2002;0000;5.806452;216.1;33.170968;27.999355;24.219355;76.983871;
82331;30/11/2002;0000;6.155556;81.2;32.95;27.686667;24.223333;80.65;
82331;31/12/2002;0000;7.83871;311.2;30.970968;26.872903;24.206452;85.266129;
82331;31/01/2003;0000;6.182796;105.8;32.006452;27.747742;24.687097;81.020833;
82331;28/02/2003;0000;7.309524;340.9;31.496429;27.058571;24.203571;83.303571;
82331;31/03/2003;0000;7.602151;209.2;31.196774;26.740645;23.829032;85.943548;
82331;30/04/2003;0000;7.255556;390.1;31.04;26.619333;23.643333;87.416667;
82331;31/05/2003;0000;7.344086;219.6;31.47;26.760645;23.574194;85.443548;
82331;30/06/2003;0000;6.322222;110.7;32.283333;27;23.67;84.658333;
82331;31/07/2003;0000;4.505376;93;32.774194;27.345806;23.470968;81.467742;
82331;31/08/2003;0000;5.752688;118.3;33.112903;27.430323;23.406452;81.967742;
82331;30/09/2003;0000;6.211111;60.9;33.896667;27.856;23.746667;83.716667;
82331;31/10/2003;0000;6.709677;96.9;34.222581;28.692903;24.745161;78.846774;
82331;30/11/2003;0000;6.633333;119.6;33.536667;28.058;24.2;81.025;
82331;31/12/2003;0000;6.548387;89.9;33.506667;27.943871;24.219355;83.362903;
82331;31/01/2004;0000;7.497312;179.6;32.122581;27.24;24.170968;88.548387;
82331;29/02/2004;0000;8.229885;150.6;31.393103;26.630345;23.662069;88.586207;
82331;31/03/2004;0000;8.44086;424.2;30.954839;26.387097;23.458065;90.370968;
82331;30/04/2004;0000;8.133333;227.2;31.836667;26.836667;23.59;89.408333;
82331;31/05/2004;0000;7.365591;422.9;31.158065;26.744516;23.641935;89.677419;
82331;30/06/2004;0000;6.311111;120.2;31.72;26.668667;23.113333;87.05;
82331;31/07/2004;0000;6.287634;59.6;32.609677;26.954194;23.151613;85.693548;
82331;31/08/2004;0000;4.903226;141.3;33.212903;27.495484;23.303226;81.201613;
82331;30/09/2004;0000;6.4;112;33.47;27.455333;23.616667;82.175;
82331;31/10/2004;0000;6.602151;66;33.629032;28.029032;24.125806;81.701613;
82331;30/11/2004;0000;7.2;13.3;34.69;28.793333;24.683333;77.325;
82331;31/12/2004;0000;7.408602;140;32.829032;27.347742;23.580645;82.935484;
82331;31/01/2005;0000;7.021505;165.7;33.196774;27.643226;23.974194;82.983871;
82331;28/02/2005;0000;8.571429;331.5;31.657143;26.743571;23.821429;87.571429;
82331;31/03/2005;0000;8.666667;334;31.196774;26.532903;23.709677;89.016129;
82331;30/04/2005;0000;7.755556;404.8;31.473333;26.890667;23.836667;87.75;
82331;31/05/2005;0000;6.956989;225.5;32.248387;27.291613;24.032258;84.701613;
82331;30/06/2005;0000;5.033708;53.5;33.003333;27.806;23.973333;82.541667;
82331;31/07/2005;0000;5.16129;52.4;32.945161;27.446452;23.506452;83.096774;
82331;31/08/2005;0000;6.021505;16.2;34.883871;28.516774;24;82.741935;
82331;30/09/2005;0000;6.7;45.9;34.986667;28.615333;24.07;84.333333;
82331;31/10/2005;0000;6.827957;75.2;35.203226;28.842581;24.548387;83;
82331;30/11/2005;0000;7.433333;211.6;33.746667;27.754667;23.873333;86.583333;
82331;31/12/2005;0000;8.021739;291.8;31.441935;26.445333;23.432258;89.282258;
82331;31/01/2006;0000;7.55914;173.3;32.335484;26.719355;23.545161;89.080645;
82331;28/02/2006;0000;7.892857;346.4;31.085714;26.456429;23.439286;90.276786;
82331;31/03/2006;0000;7.827957;265.3;31.535484;26.643871;23.7;88.008065;
82331;30/04/2006;0000;8.155556;252.1;31.193333;26.558667;23.53;87.741667;
82331;31/05/2006;0000;8.516129;382.1;30.674194;26.185806;23.493548;88.943548;
82331;30/06/2006;0000;6.344444;87;32.636667;27.158;23.243333;82.475;
82331;31/07/2006;0000;6.956989;71.6;33.141935;27.276129;23.403226;80.774194;
82331;31/08/2006;0000;5.612903;16.7;34.36129;28.106452;23.793548;78.048387;
82331;30/09/2006;0000;6.2;32.8;35.153333;28.673333;23.953333;77.55;
82331;31/10/2006;0000;5.752688;66;35.393548;29.347097;24.909677;74.943548;
82331;30/11/2006;0000;8.055556;294;32.526667;26.926;23.376667;84.391667;
82331;31/12/2006;0000;7.924731;317.4;32.887097;27.314839;23.632258;84.258065;
82331;31/01/2007;0000;8.473118;414.4;30.7;26.433548;23.270968;90.258065;
82331;28/02/2007;0000;7.559524;137.7;33.228571;27.725;24.228571;78.973214;
82331;31/03/2007;0000;8.44086;336;31.254839;26.054839;23.067742;89.443548;
82331;30/04/2007;0000;7.833333;343.1;31.3;26.518667;23.663333;88.466667;
82331;31/05/2007;0000;8.053763;165.3;31.883871;26.834194;23.832258;86.830645;
82331;30/06/2007;0000;6.077778;100.2;32.706667;26.93;23.286667;84.2;
82331;31/07/2007;0000;6.290323;121.9;33.006452;27.220645;23.490323;82.548387;
82331;31/08/2007;0000;6.774194;133.3;32.996774;27.109677;23.206452;82.354839;
82331;30/09/2007;0000;7.111111;71.7;33.513333;27.552;23.746667;81.533333;
82331;31/10/2007;0000;7.591398;28.5;34.435484;28.160645;24.36129;79.201613;
82331;30/11/2007;0000;7.6;226.2;33.91;28.258667;24.32;78.833333;
82331;31/12/2007;0000;8.483871;327.9;31.596774;26.316129;23.193548;87.806452;
82331;31/01/2008;0000;8.419355;397.4;30.629032;25.90129;23.293548;89.120968;
82331;29/02/2008;0000;8.126437;298.8;31.031034;25.922759;23.141379;89.603448;
82331;31/03/2008;0000;8.688172;553;30.435484;25.394194;22.777419;90.637097;
82331;30/04/2008;0000;8.055556;345.4;31.756667;26.380667;23.353333;87.658333;
82331;31/05/2008;0000;8.193548;264.1;30.651613;26.052258;23.412903;88.717742;
82331;30/06/2008;0000;7.211111;202.7;31.706667;26.356;23.076667;85.95;
82331;31/07/2008;0000;5.247312;80.2;33.558065;27.276129;23.467742;81.58871;
82331;31/08/2008;0000;6.473118;58.4;34.351613;27.910968;23.912903;81.354839;
82331;30/09/2008;0000;7.744444;56;33.29;27.668667;23.88;82.316667;
82331;31/10/2008;0000;7.483146;162.2;32.746667;27.493548;23.776667;88.637097;
82331;30/11/2008;0000;8.211111;280.8;32.413333;27.134;23.693333;89.5;
82331;31/12/2008;0000;8.225806;458.1;31.948387;26.610323;23.470968;86.830645;
82331;31/01/2009;0000;8.827957;310.8;30.625806;25.836129;23.132258;90.733871;
82331;28/02/2009;0000;8.785714;457.9;30.407143;25.926429;23.275;88.348214;
82331;31/03/2009;0000;8.795699;232.5;31.077419;26.292903;23.503226;87.201613;
82331;30/04/2009;0000;8.644444;222.1;31.773333;26.686667;23.896667;86.8;
82331;31/05/2009;0000;8.247312;114;30.983871;26.509677;23.922581;87.193548;
82331;30/06/2009;0000;7.977778;165.8;31.176667;26.624667;23.96;86.6;
82331;31/07/2009;0000;5.72043;25.1;33.064516;27.753548;24.229032;79.887097;
82331;31/08/2009;0000;5.268817;5.4;34.741935;29.272258;25.351613;72.83871;
82331;30/09/2009;0000;4.4;4.2;35.613333;29.932;25.47;69.4;
82331;31/10/2009;0000;6.849462;26;35.348387;29.671333;25.587097;71;
82331;30/11/2009;0000;6.922222;132.3;35.373333;30.183333;25.906667;69.591667;
82331;31/12/2009;0000;8.72043;262.4;32.180645;27.700645;24.822581;82.443548;
82331;31/01/2010;0000;8.150538;295.8;31.951613;27.334194;24.5;83.782258;
82331;28/02/2010;0000;8.678571;352.5;31.821429;27.296429;24.839286;87.1875;
82331;31/03/2010;0000;7.55914;206.4;33.480645;28.426452;25.090323;80.693548;
82331;30/04/2010;0000;8.544444;303.4;31.503333;27.054667;24.32;87.308333;
82331;31/05/2010;0000;7.580645;165.1;32.306452;27.663226;24.774194;84.419355;
82331;30/06/2010;0000;5.977778;119.1;32.456667;27.541333;24.266667;82.591667;
82331;31/07/2010;0000;6.326087;100.6;32.374194;27.224516;23.925806;81.766129;
82331;31/08/2010;0000;3.88172;54.8;34.032258;28.389032;24.358065;75.532258;
82331;30/09/2010;0000;4.544444;26.6;35.266667;29.501333;24.973333;72.4;
82331;31/10/2010;0000;6.924731;116.9;35.025806;28.856774;24.567742;75.459677;
82331;30/11/2010;0000;8.055556;140.6;33.406897;28.042;24.39;78.966667;
82331;31/12/2010;0000;8.526882;290.1;32.403226;26.990968;23.529032;83.870968;
82331;31/01/2011;0000;8.516129;226.8;30.874194;26.438065;23.545161;84.612903;
82331;28/02/2011;0000;8.869048;493.3;30.814286;26.179286;23.307143;84.982143;
82331;31/03/2011;0000;8.290323;323.3;31.16129;26.614194;23.974194;84.137097;
82331;30/04/2011;0000;8.322222;515.9;30.993333;26.607333;23.683333;84.425;
82331;31/05/2011;0000;8.086022;222.4;31.336667;27.190968;24.674194;82.604839;
82331;30/06/2011;0000;6.744444;121.3;32.666667;28.188667;24.91;75.983333;
82331;31/07/2011;0000;4.430108;20.2;33.325806;28.82129;24.941935;68.322581;
82331;31/08/2011;0000;3.849462;64.3;34.796774;29.576774;25.267742;64.741935;
82331;30/09/2011;0000;5.777778;41.5;34.47;29.113333;24.876667;69.908333;
82331;31/10/2011;0000;7.387097;283.7;33.596774;28.510968;24.964516;85.572581;
82331;30/11/2011;0000;7.422222;272.8;32.81;27.990667;24.783333;78.233333;
82331;31/12/2011;0000;7.774194;194.5;32.683871;27.952903;24.741935;79.33871;
82331;31/01/2012;0000;8.365591;365.2;31.112903;26.385161;23.890323;85.201613;
